metrics,MinIOParser,MaxIOParser,Baseline,CRABS,A1,A2
precision,1.0,0.6119,0.0,0.9809,1.0,1.0
recall,1.0,1.0,0.0,1.0,0.6976,1.0
f1,1.0,0.7593,0.0,0.9903,0.8218,1.0
accuracy,1.0,0.6119,0.0,0.9809,0.6976,1.0
