metrics,MinIOParser,MaxIOParser,Baseline,CRABS,A1,A2
precision,0.9681,0.6064,0.0,0.9149,0.9655,0.9681
recall,0.9681,0.6064,0.0,0.9149,0.8936,0.9681
f1,0.9681,0.6064,0.0,0.9149,0.9282,0.9681
accuracy,0.9381,0.4351,0.0,0.8431,0.866,0.9381
