metrics,MinIOParser,MaxIOParser,Baseline,CRABS,A1,A2
precision,1.0,0.7,1.0,0.9,1.0,1.0
recall,1.0,0.7,1.0,0.9,1.0,1.0
f1,1.0,0.7,1.0,0.9,1.0,1.0
accuracy,1.0,0.5385,1.0,0.8182,1.0,1.0
