metrics,MinIOParser,MaxIOParser,Baseline,CRABS,A1,A2
precision,0.9735,0.4159,0.0,1.0,1.0,0.0
recall,0.9735,0.4159,0.0,1.0,1.0,0.0
f1,0.9735,0.4159,0.0,1.0,1.0,0.0
accuracy,0.9483,0.2626,0.0,1.0,1.0,0.0
